Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,0.320000,0.335000,0.320000,0.325000,0.325000,724600
2018-01-03,0.330000,0.340000,0.325000,0.330000,0.330000,776800
2018-01-04,0.335000,0.340000,0.335000,0.335000,0.335000,1017200
2018-01-05,0.340000,0.350000,0.340000,0.340000,0.340000,651200
2018-01-08,0.340000,0.340000,0.335000,0.335000,0.335000,783100
2018-01-09,0.335000,0.335000,0.330000,0.330000,0.330000,923300
2018-01-10,0.335000,0.350000,0.335000,0.335000,0.335000,658000
2018-01-11,0.340000,0.340000,0.330000,0.330000,0.330000,566100
2018-01-12,0.330000,0.335000,0.320000,0.335000,0.335000,658200
2018-01-15,0.335000,0.340000,0.330000,0.340000,0.340000,704000
2018-01-16,0.330000,0.330000,0.325000,0.330000,0.330000,399700
2018-01-17,0.330000,0.330000,0.325000,0.330000,0.330000,568900
2018-01-18,0.330000,0.330000,0.330000,0.330000,0.330000,408100
2018-01-19,0.330000,0.330000,0.325000,0.330000,0.330000,227500
2018-01-22,0.330000,0.330000,0.325000,0.330000,0.330000,216400
2018-01-23,0.330000,0.350000,0.330000,0.345000,0.345000,1236700
2018-01-24,0.355000,0.355000,0.345000,0.350000,0.350000,990000
2018-01-25,0.350000,0.350000,0.340000,0.350000,0.350000,189100
2018-01-26,0.345000,0.345000,0.340000,0.345000,0.345000,225000
2018-01-29,0.335000,0.340000,0.335000,0.335000,0.335000,297700
2018-01-30,0.335000,0.335000,0.325000,0.330000,0.330000,616200
2018-02-02,0.325000,0.350000,0.325000,0.340000,0.340000,921400
2018-02-05,0.330000,0.340000,0.315000,0.325000,0.325000,1387700
2018-02-06,0.315000,0.315000,0.300000,0.315000,0.315000,1091800
2018-02-07,0.320000,0.325000,0.310000,0.310000,0.310000,1191000
2018-02-08,0.305000,0.325000,0.305000,0.320000,0.320000,550300
2018-02-09,0.310000,0.315000,0.305000,0.310000,0.310000,630100
2018-02-12,0.310000,0.315000,0.305000,0.310000,0.310000,241900
2018-02-13,0.310000,0.310000,0.310000,0.310000,0.310000,0
2018-02-14,0.310000,0.325000,0.310000,0.325000,0.325000,448900
2018-02-15,0.325000,0.325000,0.325000,0.325000,0.325000,0
2018-02-16,0.325000,0.325000,0.325000,0.325000,0.325000,0
2018-02-19,0.320000,0.345000,0.320000,0.335000,0.335000,615000
2018-02-20,0.335000,0.335000,0.320000,0.325000,0.325000,307300
2018-02-21,0.315000,0.325000,0.315000,0.325000,0.325000,21000
2018-02-22,0.325000,0.335000,0.325000,0.330000,0.330000,322300
2018-02-23,0.330000,0.335000,0.325000,0.330000,0.330000,108000
2018-02-26,0.330000,0.335000,0.330000,0.335000,0.335000,123500
2018-02-27,0.330000,0.340000,0.330000,0.340000,0.340000,517000
2018-02-28,0.330000,0.335000,0.310000,0.325000,0.325000,1076100
2018-03-01,0.315000,0.330000,0.315000,0.315000,0.315000,640300
2018-03-02,0.315000,0.315000,0.315000,0.315000,0.315000,277100
2018-03-05,0.310000,0.310000,0.310000,0.310000,0.310000,482400
2018-03-06,0.305000,0.310000,0.300000,0.300000,0.300000,908800
2018-03-07,0.300000,0.305000,0.295000,0.305000,0.305000,625000
2018-03-08,0.300000,0.305000,0.280000,0.300000,0.300000,1747400
2018-03-09,0.300000,0.310000,0.285000,0.290000,0.290000,436800
2018-03-12,0.280000,0.290000,0.260000,0.290000,0.290000,267700
2018-03-13,0.275000,0.290000,0.275000,0.290000,0.290000,325400
2018-03-14,0.275000,0.300000,0.275000,0.280000,0.280000,274000
2018-03-15,0.295000,0.295000,0.280000,0.290000,0.290000,126800
2018-03-16,0.295000,0.295000,0.280000,0.290000,0.290000,147000
2018-03-19,0.290000,0.290000,0.290000,0.290000,0.290000,0
2018-03-20,0.300000,0.300000,0.280000,0.280000,0.280000,310900
2018-03-21,0.285000,0.285000,0.280000,0.285000,0.285000,141800
2018-03-22,0.285000,0.285000,0.280000,0.280000,0.280000,66300
2018-03-23,0.280000,0.280000,0.280000,0.280000,0.280000,0
2018-03-26,0.285000,0.285000,0.250000,0.280000,0.280000,187900
2018-03-27,0.285000,0.285000,0.280000,0.280000,0.280000,8000
2018-03-28,0.285000,0.285000,0.285000,0.285000,0.285000,17000
2018-03-29,0.280000,0.280000,0.270000,0.270000,0.270000,21000
2018-03-30,0.280000,0.280000,0.275000,0.275000,0.275000,81600
2018-04-02,0.285000,0.285000,0.270000,0.270000,0.270000,75000
2018-04-03,0.285000,0.285000,0.260000,0.285000,0.285000,47500
2018-04-04,0.285000,0.285000,0.250000,0.250000,0.250000,725700
2018-04-05,0.250000,0.260000,0.250000,0.250000,0.250000,223000
2018-04-06,0.250000,0.255000,0.250000,0.250000,0.250000,237000
2018-04-09,0.235000,0.250000,0.235000,0.250000,0.250000,76800
2018-04-10,0.250000,0.270000,0.250000,0.260000,0.260000,428000
