Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,0.300000,0.300000,0.290000,0.290000,0.270856,27000
2018-01-03,0.290000,0.290000,0.285000,0.285000,0.266186,124500
2018-01-04,0.295000,0.295000,0.290000,0.295000,0.275526,30800
2018-01-05,0.295000,0.310000,0.290000,0.290000,0.270856,1620700
2018-01-08,0.300000,0.300000,0.290000,0.290000,0.270856,175000
2018-01-09,0.290000,0.290000,0.280000,0.280000,0.261516,317000
2018-01-10,0.280000,0.290000,0.280000,0.280000,0.261516,478800
2018-01-11,0.280000,0.280000,0.275000,0.275000,0.256846,306900
2018-01-12,0.280000,0.295000,0.275000,0.295000,0.275526,91000
2018-01-15,0.290000,0.290000,0.280000,0.280000,0.261516,405800
2018-01-16,0.280000,0.280000,0.275000,0.275000,0.256846,183000
2018-01-17,0.280000,0.285000,0.275000,0.275000,0.256846,155000
2018-01-18,0.270000,0.270000,0.270000,0.270000,0.252176,120000
2018-01-19,0.270000,0.270000,0.250000,0.250000,0.233497,280300
2018-01-22,0.265000,0.265000,0.265000,0.265000,0.247506,79000
2018-01-23,0.250000,0.250000,0.235000,0.235000,0.219487,2171400
2018-01-24,0.235000,0.235000,0.230000,0.230000,0.214817,428000
2018-01-25,0.230000,0.230000,0.230000,0.230000,0.214817,171000
2018-01-26,0.230000,0.230000,0.230000,0.230000,0.214817,110100
2018-01-29,0.225000,0.230000,0.225000,0.225000,0.210147,336500
2018-01-30,0.225000,0.225000,0.220000,0.220000,0.205477,288000
2018-02-02,0.215000,0.215000,0.210000,0.210000,0.196137,279000
2018-02-05,0.210000,0.215000,0.210000,0.210000,0.196137,200000
2018-02-06,0.205000,0.205000,0.185000,0.205000,0.191467,941000
2018-02-07,0.210000,0.210000,0.200000,0.205000,0.191467,364000
2018-02-08,0.205000,0.205000,0.200000,0.205000,0.191467,185000
2018-02-09,0.195000,0.200000,0.195000,0.200000,0.186797,36000
2018-02-12,0.190000,0.195000,0.190000,0.195000,0.182127,96000
2018-02-13,0.195000,0.195000,0.190000,0.195000,0.182127,35000
2018-02-14,0.195000,0.200000,0.195000,0.200000,0.186797,40000
2018-02-15,0.200000,0.200000,0.200000,0.200000,0.186797,0
2018-02-16,0.200000,0.200000,0.200000,0.200000,0.186797,0
2018-02-19,0.200000,0.200000,0.200000,0.200000,0.186797,135000
2018-02-20,0.200000,0.220000,0.200000,0.210000,0.196137,762000
2018-02-21,0.210000,0.220000,0.210000,0.220000,0.205477,178200
2018-02-22,0.215000,0.235000,0.215000,0.230000,0.214817,640600
2018-02-23,0.225000,0.235000,0.225000,0.230000,0.214817,383200
