Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,0.325000,0.340000,0.320000,0.335000,0.335000,1610000
2018-01-03,0.335000,0.350000,0.335000,0.345000,0.345000,3260200
2018-01-04,0.350000,0.355000,0.340000,0.345000,0.345000,1623200
2018-01-05,0.345000,0.345000,0.335000,0.335000,0.335000,846600
2018-01-08,0.335000,0.355000,0.335000,0.350000,0.350000,2237600
2018-01-09,0.350000,0.350000,0.340000,0.345000,0.345000,1191000
2018-01-10,0.350000,0.350000,0.330000,0.330000,0.330000,613800
2018-01-11,0.330000,0.340000,0.320000,0.325000,0.325000,1394700
2018-01-12,0.325000,0.325000,0.320000,0.325000,0.325000,461000
2018-01-15,0.330000,0.335000,0.310000,0.315000,0.315000,1449100
2018-01-16,0.315000,0.320000,0.305000,0.310000,0.310000,1109200
2018-01-17,0.305000,0.305000,0.295000,0.295000,0.295000,1257600
2018-01-18,0.295000,0.300000,0.290000,0.290000,0.290000,1280500
2018-01-19,0.290000,0.305000,0.285000,0.295000,0.295000,1581600
2018-01-22,0.295000,0.310000,0.290000,0.300000,0.300000,522800
2018-01-23,0.300000,0.320000,0.300000,0.310000,0.310000,1603000
2018-01-24,0.310000,0.310000,0.295000,0.300000,0.300000,533300
2018-01-25,0.300000,0.300000,0.295000,0.295000,0.295000,349000
2018-01-26,0.300000,0.300000,0.295000,0.295000,0.295000,482000
2018-01-29,0.295000,0.300000,0.295000,0.300000,0.300000,380100
2018-01-30,0.295000,0.300000,0.285000,0.285000,0.285000,985500
2018-02-02,0.290000,0.290000,0.285000,0.285000,0.285000,594800
2018-02-05,0.285000,0.285000,0.280000,0.280000,0.280000,465700
2018-02-06,0.275000,0.280000,0.255000,0.275000,0.275000,1769100
2018-02-07,0.280000,0.285000,0.275000,0.280000,0.280000,343600
2018-02-08,0.275000,0.290000,0.275000,0.275000,0.275000,669200
2018-02-09,0.260000,0.270000,0.260000,0.270000,0.270000,226000
2018-02-12,0.270000,0.280000,0.265000,0.270000,0.270000,303600
2018-02-13,0.275000,0.275000,0.265000,0.265000,0.265000,181800
2018-02-14,0.270000,0.270000,0.265000,0.270000,0.270000,270000
2018-02-15,0.270000,0.270000,0.270000,0.270000,0.270000,0
2018-02-16,0.270000,0.270000,0.270000,0.270000,0.270000,0
2018-02-19,0.275000,0.285000,0.275000,0.285000,0.285000,591000
2018-02-20,0.285000,0.285000,0.280000,0.285000,0.285000,79900
2018-02-21,0.285000,0.285000,0.285000,0.285000,0.285000,59600
2018-02-22,0.280000,0.285000,0.280000,0.285000,0.285000,85900
2018-02-23,0.285000,0.285000,0.275000,0.285000,0.285000,163900
2018-02-26,0.280000,0.280000,0.275000,0.275000,0.275000,55900
2018-02-27,0.275000,0.275000,0.270000,0.270000,0.270000,152000
2018-02-28,0.270000,0.270000,0.270000,0.270000,0.270000,41000
2018-03-01,0.270000,0.270000,0.265000,0.265000,0.265000,391400
2018-03-02,0.260000,0.265000,0.260000,0.265000,0.265000,68000
2018-03-05,0.265000,0.270000,0.260000,0.260000,0.260000,139400
2018-03-06,0.260000,0.260000,0.260000,0.260000,0.260000,83000
2018-03-07,0.250000,0.250000,0.245000,0.250000,0.250000,458000
2018-03-08,0.250000,0.250000,0.245000,0.245000,0.245000,220000
2018-03-09,0.250000,0.250000,0.250000,0.250000,0.250000,17000
2018-03-12,0.240000,0.245000,0.240000,0.245000,0.245000,150900
2018-03-13,0.245000,0.245000,0.240000,0.240000,0.240000,396600
2018-03-14,0.245000,0.250000,0.240000,0.250000,0.250000,55000
2018-03-15,0.235000,0.245000,0.235000,0.240000,0.240000,169500
2018-03-16,0.235000,0.240000,0.230000,0.240000,0.240000,261100
2018-03-19,0.230000,0.240000,0.230000,0.230000,0.230000,70000
2018-03-20,0.230000,0.235000,0.225000,0.225000,0.225000,154000
2018-03-21,0.225000,0.240000,0.225000,0.230000,0.230000,746500
2018-03-22,0.235000,0.235000,0.230000,0.230000,0.230000,180000
